date,amount,description,balance,income,word_embed,type,contains_salary
22/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 20/06/2018,3139.13,0,-0.0086194,4,0
21/6/18,-21.05,Direct Debit 010758 AHM 33695678,3148.13,0,-0.0029653,4,0
21/6/18,-27.48,CRAZYDOMAINS.COM.AU WEBSITE HOST SG SGP Card xx5369 AUD 27.48 Value Date: 18/06/2018,3169.18,0,-0.0022808,4,0
21/6/18,-5.2,MCDONALDS VERMONT STH VERMONT SOUTH  AUS Card xx5369 Value Date: 16/06/2018,3196.66,0,-0.0056232,4,0
20/6/18,-18.2,HOSTGATOR 7135745287 TX USA Card xx5369 AUD 18.20 Value Date: 17/06/2018,3201.86,0,-0.0048411,4,0
20/6/18,-15,BERTIES BUTCHERS RICHM RICHMOND  AUS Card xx5369 Value Date: 19/06/2018,3220.06,0,-0.0105389,4,0
19/6/18,-50.88,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 16/06/2018,3235.06,0,-0.0056854,4,0
19/6/18,-58.4,COLES 0575 MALVERN AU AUS Card xx5369 Value Date: 16/06/2018,3285.94,0,-0.0025605,4,0
19/6/18,-13,COLES 0573 PRAHRAN AU AUS Card xx5369 Value Date: 16/06/2018,3344.34,0,-0.0025605,4,0
19/6/18,-11.5,AMBULANCE VICTORIA MELBOURNE  AUS Card xx5369 Value Date: 14/06/2018,3357.34,0,-0.0046098,4,0
19/6/18,-49.95,DAVID JONES LIMITED MALVERN  AUS Card xx5369 Value Date: 16/06/2018,3368.84,0,-0.0062013,4,0
19/6/18,-151.98,RAILWAY HOTEL WINDSO WINDSOR  AUS Card xx5369 Value Date: 16/06/2018,3418.79,0,-0.0052513,4,0
19/6/18,-15,BERTIES BUTCHERS RICHM RICHMOND  AUS Card xx5369 Value Date: 18/06/2018,3570.77,0,-0.0105389,4,0
16/6/18,-439.4,DAN MURPHY'S    3625 MALVERN VIC      AU,3585.77,0,-0.0011508,4,0
16/6/18,-119.82,WOOLWORTHS      3162 MALVERN VIC      AU,4025.17,0,0.00141773,4,0
16/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 14/06/2018,4144.99,0,-0.0086194,4,0
15/6/18,-4,SQ *HERESY PTY LTD Cremorne VI AUS Card xx5369 Value Date: 12/06/2018,4153.99,0,-0.0062587,4,0
14/6/18,-21.05,Direct Debit 010758 AHM 33695678,4157.99,0,-0.0029653,4,0
14/6/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010009,4179.04,0,-0.0060107,4,0
14/6/18,3778,Salary realestate.com.a 00REA Salary,4231.24,1,-0.0045201,6,1
14/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 12/06/2018,453.24,0,-0.0086194,4,0
13/6/18,-111.04,"Direct Debit 119218 VODAFONE T1,2AC586,B",462.24,0,-0.0062692,4,0
13/6/18,-20,Wdl ATM CBA ATM  RICHMOND STH B VIC 316602   AUS,573.28,0,-0.0061254,4,0
13/6/18,-6.04,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 10/06/2018,593.28,0,-0.0022036,4,0
13/6/18,-20.4,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 11/06/2018,599.32,0,-0.0048737,4,0
12/6/18,-14,SOUL PRESS BRIGHTON PT BRIGHTON  AUS Card xx5369 Value Date: 10/06/2018,619.72,0,-0.0029943,4,0
12/6/18,-2.4,BAKERS DELIGHTS VERM VERMONT SOUTH  AUS Card xx5369 Value Date: 10/06/2018,633.72,0,-0.0059413,4,0
11/6/18,-19,Transfer to other Bank CommBank app fried chicken,636.12,0,-0.0076607,4,0
10/6/18,-40,CommBank app TFR to 0412152355 footy,655.12,0,-0.0144546,4,0
9/6/18,-300,Wdl ATM CBA ATM  WINDSOR        VIC 316297   AUS,695.12,0,-0.0062855,4,0
9/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 07/06/2018,995.12,0,-0.0086194,4,0
8/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 06/06/2018,1004.12,0,-0.0086194,4,0
8/6/18,-9.5,K Z ENTERPRSS AUST P RICHMOND VI AUS Card xx5369 Value Date: 05/06/2018,1013.12,0,-0.0078997,4,0
7/6/18,-21.05,Direct Debit 010758 AHM 33695678,1022.62,0,-0.0029653,4,0
7/6/18,-5.95,kikki.K Chapel Street South Yarra VI AUS Card xx5369 Value Date: 05/06/2018,1043.67,0,-0.0074345,4,0
7/6/18,-208,HEPBURN BATH HOUSE HEPBURN SPRIN VI AUS Card xx5369 Value Date: 04/06/2018,1049.62,0,-0.0044788,4,0
6/6/18,-5.2,VILLAGE FOUNTAIN GAT NARRE WARREN VI AUS Card xx5369 Value Date: 02/06/2018,1257.62,0,-0.0118362,4,0
6/6/18,-69.6,VILLAGE FOUNTAIN GATE NARRE WARREN VI AUS Card xx5369 Value Date: 02/06/2018,1262.82,0,-0.011518,4,0
6/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 04/06/2018,1332.42,0,-0.0086194,4,0
6/6/18,-6.5,SAN CHURRO FOUNTAIN NARRE WARREN VI AUS Card xx5369 Value Date: 02/06/2018,1341.42,0,-0.0116137,4,0
6/6/18,-87,7-ELEVEN 1286 GLEN WAVERLEY VI AUS Card xx5369 Value Date: 03/06/2018,1347.92,0,-0.0066323,4,0
6/6/18,-14.89,SUPER CHEAP AUTO GLEN WAVERLEY VI AUS Card xx5369 Value Date: 03/06/2018,1434.92,0,-0.0055916,4,0
6/6/18,-26,THE YO MY COMPANY PTY FOUNTAIN GATE VI AUS Card xx5369 Value Date: 02/06/2018,1449.81,0,-0.0090812,4,0
5/6/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 31/05/2018,1475.81,0,-0.0056854,4,0
5/6/18,-58,DE BARGE HAIR MOUNT WAVERLE  AUS Card xx5369 Value Date: 02/06/2018,1490.81,0,-0.0034786,4,0
5/6/18,-16.23,WOOLWORTHS 3167 BERWIC BERWICK  AUS Card xx5369 Value Date: 03/06/2018,1548.81,0,-0.0073103,4,0
4/6/18,1000,Transfer from xx4944 CommBank app,1565.04,0,-0.0102879,5,0
4/6/18,22,Direct Credit 421520 GLENN DURAN Glenn movies,565.04,0,-0.0002335,5,0
3/6/18,-239.99,KATHMANDU PTY LIMITE     NARRE WARREN AU,543.04,0,-0.0028721,4,0
2/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 31/05/2018,783.03,0,-0.0086194,4,0
1/6/18,-20,Wdl ATM CAS 7-11 STH YARRA     SOUTH YA VI    AU,792.03,0,-0.0037959,4,0
1/6/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 30/05/2018,812.03,0,-0.0086194,4,0
31/5/18,-21.05,Direct Debit 010758 AHM 33695678,821.03,0,-0.0029653,4,0
31/5/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010008,842.08,0,-0.0060107,4,0
31/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 29/05/2018,894.28,0,-0.0086194,4,0
30/5/18,-50,Abbotsford Cycles Richmond VI AUS Card xx5369 Value Date: 28/05/2018,903.28,0,-0.0071809,4,0
30/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 28/05/2018,953.28,0,-0.0086194,4,0
30/5/18,-8,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 26/05/2018,962.28,0,-0.0056854,4,0
29/5/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 24/05/2018,970.28,0,-0.0056854,4,0
29/5/18,-14.29,ADOBE  PHOTOGPHY PLAN 044-207-3650 IR IRL Card xx5369 AUD 14.29 Value Date: 26/05/2018,985.28,0,-0.003326,4,0
29/5/18,-3.7,STARBUCKS EXHIBITION S MELBOURNE  AUS Card xx5369 Value Date: 28/05/2018,999.57,0,-0.0015543,4,0
29/5/18,-362.66,DAYLESFORD GETAWAYS DAYLESFORD  AUS Card xx5369 Value Date: 27/05/2018,1003.27,0,-0.0007451,4,0
27/5/18,1000,Transfer from xx4944 CommBank app,1365.93,0,-0.0102879,5,0
26/5/18,-75,LIQUORLAND 3810          VERMONT SOUTHAU Cash Out $50.00 Purchase $25.00,365.93,0,0.00227361,4,0
26/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 24/05/2018,440.93,0,-0.0086194,4,0
25/5/18,-50,Wdl ATM CBA ATM  RICHMOND STH A VIC 316601   AUS,449.93,0,-0.0075587,4,0
25/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 23/05/2018,499.93,0,-0.0086194,4,0
25/5/18,85.85,Direct Credit 012721 ATO ATO005000009244862,508.93,0,-0.00213,5,0
24/5/18,-21.05,Direct Debit 010758 AHM 33695678,423.08,0,-0.0029653,4,0
24/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 22/05/2018,444.13,0,-0.0086194,4,0
24/5/18,-22,HAKATA GENSUKE MELBOURNE VI AUS Card xx5369 Value Date: 21/05/2018,453.13,0,-0.004116,4,0
22/5/18,-18.19,HOSTGATOR 7135745287 TX USA Card xx5369 AUD 18.19 Value Date: 17/05/2018,475.13,0,-0.0048411,4,0
22/5/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 17/05/2018,493.32,0,-0.0056854,4,0
22/5/18,-34.99,COLES EXPRESS 6976 GLEN WAVERLEY AU AUS Card xx5369 Value Date: 19/05/2018,508.32,0,-0.0046086,4,0
22/5/18,-9.5,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 19/05/2018,543.31,0,-0.0022036,4,0
22/5/18,-19.5,BERTIES BUTCHERS RICHM RICHMOND  AUS Card xx5369 Value Date: 18/05/2018,552.81,0,-0.0105389,4,0
22/5/18,-2,BAKERS DELIGHTS VERM VERMONT SOUTH  AUS Card xx5369 Value Date: 19/05/2018,572.31,0,-0.0059413,4,0
22/5/18,-140,ADIDAS AUSTRALIA PTY CHADSTONE  AUS Card xx5369 Value Date: 20/05/2018,574.31,0,-0.0037515,4,0
22/5/18,-14.95,DAVID JONES LIMITED CHADSTONE  AUS Card xx5369 Value Date: 20/05/2018,714.31,0,-0.0062013,4,0
20/5/18,-204.5,COLES 0643               CHADSTONE    AU Cash Out $200.00 Purchase $4.50,729.26,0,0.00395573,4,0
19/5/18,-90,EVOLUTIO PTY LTD RICHMOND VI AUS Card xx5369 Value Date: 16/05/2018,933.76,0,-0.0073463,4,0
19/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 17/05/2018,1023.76,0,-0.0086194,4,0
18/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 16/05/2018,1032.76,0,-0.0086194,4,0
17/5/18,-21.05,Direct Debit 010758 AHM 33695678,1041.76,0,-0.0029653,4,0
17/5/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010007,1062.81,0,-0.0060107,4,0
17/5/18,-27.48,DREAMSCAPE NETWORK SINGAPORE SG SGP Card xx5369 AUD 27.48 Value Date: 14/05/2018,1115.01,0,-0.0071119,4,0
17/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 15/05/2018,1142.49,0,-0.0086194,4,0
16/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 14/05/2018,1151.49,0,-0.0086194,4,0
16/5/18,-4.5,MR BLACK JUICERY BERWICK VI AUS Card xx5369 Value Date: 13/05/2018,1160.49,0,-0.0059768,4,0
15/5/18,-19.9,HUNKY DORY FISH RICHMOND VI AUS Card xx5369 Value Date: 11/05/2018,1164.99,0,-0.0040721,4,0
15/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 11/05/2018,1184.89,0,-0.0086194,4,0
15/5/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 10/05/2018,1193.89,0,-0.0056854,4,0
15/5/18,-8,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 12/05/2018,1208.89,0,-0.0022036,4,0
15/5/18,-4.7,CREPES N COFFEE EAST MELBOURN VI AUS Card xx5369 Value Date: 11/05/2018,1216.89,0,-0.007216,4,0
15/5/18,-37.49,DYMOCKS WAVERLEY GLEN WAVERLEY  AUS Card xx5369 Value Date: 12/05/2018,1221.59,0,-0.0069331,4,0
15/5/18,-13.24,DAVID JONES LIMITED GLEN WAVERLEY  AUS Card xx5369 Value Date: 12/05/2018,1259.08,0,-0.0061442,4,0
15/5/18,-159,DAVID JONES LIMITED GLEN WAVERLEY  AUS Card xx5369 Value Date: 12/05/2018,1272.32,0,-0.0061442,4,0
15/5/18,-10.5,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 11/05/2018,1431.32,0,-0.0048737,4,0
15/5/18,-10.5,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 11/05/2018,1441.82,0,-0.0048737,4,0
15/5/18,-5000,Transfer to xx4944 CommBank app,1452.32,0,-0.0127115,4,0
14/5/18,-111.04,"Direct Debit 119218 VODAFONE T1,2A6C89,4E",6452.32,0,-0.0062692,4,0
14/5/18,3778.01,Salary realestate.com.a 00REA Salary,6563.36,1,-0.0045201,6,1
12/5/18,-90,EVOLUTIO PTY LTD RICHMOND VI AUS Card xx5369 Value Date: 09/05/2018,2785.35,0,-0.0073463,4,0
12/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 10/05/2018,2875.35,0,-0.0086194,4,0
12/5/18,-74.9,TICKETEK PTY LTD WEB SYDNEY  AUS Card xx5369 Value Date: 10/05/2018,2884.35,0,-0.0053941,4,0
11/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 09/05/2018,2959.25,0,-0.0086194,4,0
10/5/18,-21.05,Direct Debit 010758 AHM 33695678,2968.25,0,-0.0029653,4,0
10/5/18,-8,DENIS THE MENANCE CREMORNE VI AUS Card xx5369 Value Date: 08/05/2018,2989.3,0,-0.0050704,4,0
10/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 08/05/2018,2997.3,0,-0.0086194,4,0
9/5/18,-42.9,VILLAGE KNOX MOTO WANTIRNA SOUT VI AUS Card xx5369 Value Date: 05/05/2018,3006.3,0,-0.0079572,4,0
9/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 07/05/2018,3049.2,0,-0.0086194,4,0
9/5/18,-8,COLES 0508 GLEN WAVERLEY AU AUS Card xx5369 Value Date: 06/05/2018,3058.2,0,-0.0031007,4,0
8/5/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 03/05/2018,3066.2,0,-0.0056854,4,0
8/5/18,-8,COLES 0573 PRAHRAN AU AUS Card xx5369 Value Date: 05/05/2018,3081.2,0,-0.0025605,4,0
5/5/18,-20,Fonda                    Wantirna     AU,3089.2,0,0.00593287,4,0
5/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 03/05/2018,3109.2,0,-0.0086194,4,0
5/5/18,-15,BERTIES BUTCHERS RICHM RICHMOND  AUS Card xx5369 Value Date: 04/05/2018,3118.2,0,-0.0105389,4,0
4/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 02/05/2018,3133.2,0,-0.0086194,4,0
3/5/18,-10.6,Direct Debit 010758 AHM 33695678,3142.2,0,-0.0029653,4,0
3/5/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010006,3152.8,0,-0.0060107,4,0
3/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 01/05/2018,3205,0,-0.0086194,4,0
2/5/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 30/04/2018,3214,0,-0.0086194,4,0
1/5/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 26/04/2018,3223,0,-0.0056854,4,0
1/5/18,-8,COLES 0573 PRAHRAN AU AUS Card xx5369 Value Date: 28/04/2018,3238,0,-0.0025605,4,0
30/4/18,-150,Wdl ATM CBA ATM  WINDSOR        VIC 316297   AUS,3246,0,-0.0062855,4,0
30/4/18,60,Direct Credit 123079 Samantha Tyrrell money owing,3396,0,-0.0054175,5,0
28/4/18,-150,Wdl ATM WES VERMONT STH 1      VERMONT SVI    AU,3336,0,-0.0037239,4,0
28/4/18,-14.29,ADOBE  PHOTOGPHY PLAN 044-207-3650 IR IRL Card xx5369 AUD 14.29 Value Date: 26/04/2018,3486,0,-0.003326,4,0
28/4/18,-9.2,MR MISTER CAFE WINDSOR VI AUS Card xx5369 Value Date: 25/04/2018,3500.29,0,-0.0053039,4,0
28/4/18,-21.89,DREAMSCAPE NETWORK SINGAPORE SG SGP Card xx5369 AUD 21.89 Value Date: 25/04/2018,3509.49,0,-0.0071119,4,0
28/4/18,-54.96,DREAMSCAPE NETWORK SINGAPORE SG SGP Card xx5369 AUD 54.96 Value Date: 25/04/2018,3531.38,0,-0.0071119,4,0
27/4/18,-9,DENIS THE MENANCE CREMORNE VI AUS Card xx5369 Value Date: 24/04/2018,3586.34,0,-0.0050704,4,0
27/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 24/04/2018,3595.34,0,-0.0086194,4,0
27/4/18,-16.8,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 24/04/2018,3604.34,0,-0.0048737,4,0
27/4/18,-14,GRILLD PTY LTD RICHMOND  AUS Card xx5369 Value Date: 24/04/2018,3621.14,0,-0.0076659,4,0
26/4/18,-28.25,Direct Debit 010758 AHM 33695678,3635.14,0,-0.0029653,4,0
26/4/18,-20,Wdl ATM CAS 7-ELEVEN RICHMOND  RICHM    VI    AU,3663.39,0,-0.0051215,4,0
25/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 23/04/2018,3683.39,0,-0.0086194,4,0
25/4/18,-799,MELB BICYCLE CNTR PRAHRAN VI AUS Card xx5369 Value Date: 23/04/2018,3692.39,0,-0.0101569,4,0
25/4/18,-66.29,BP MALVERN 0559 MALVERN VI AUS Card xx5369 Value Date: 21/04/2018,4491.39,0,-0.004308,4,0
24/4/18,-6.99,CHEMIST WAREHOUSE ELWOOD VI AUS Card xx5369 Value Date: 20/04/2018,4557.68,0,-0.0069448,4,0
24/4/18,-88,Medical One Svcs P/L Elwood VI AUS Card xx5369 Value Date: 20/04/2018,4564.67,0,-0.0089343,4,0
23/4/18,-37,Transfer to other Bank CommBank app footy,4652.67,0,-0.0056733,4,0
20/4/18,-10000,Transfer to xx4944 CommBank app,4689.67,0,-0.0127115,4,0
20/4/18,37.05,Direct Credit 002221 MCARE BENEFITS 275068246 CYWQ,14689.67,0,-0.0056738,5,0
20/4/18,6152.69,Direct Credit 301500 VOKKE PTY LTD Inv 0103,14652.62,1,-0.0053059,6,1
20/4/18,-9,CHEMIST WAREHOUSE ELWOOD VI AUS Card xx5369 Value Date: 18/04/2018,8499.93,0,-0.0069448,4,0
20/4/18,-88,Medical One Svcs P/L Elwood VI AUS Card xx5369 Value Date: 18/04/2018,8508.93,0,-0.0089343,4,0
20/4/18,-17.47,HOSTGATOR 7135745287 TX USA Card xx5369 AUD 17.47 Value Date: 17/04/2018,8596.93,0,-0.0048411,4,0
19/4/18,-28.25,Direct Debit 010758 AHM 33695678,8614.4,0,-0.0029653,4,0
19/4/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010005,8642.65,0,-0.0060107,4,0
18/4/18,37.05,Direct Credit 002221 MCARE BENEFITS 273080080 CYWQ,8694.85,0,-0.0056738,5,0
18/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 16/04/2018,8657.8,0,-0.0086194,4,0
18/4/18,-47.96,MYER  CHADSTONE CHADSTONE VI AUS Card xx5369 Value Date: 15/04/2018,8666.8,0,-0.0068399,4,0
18/4/18,-25,THE SWAN RICHMOND VI AUS Card xx5369 Value Date: 13/04/2018,8714.76,0,-0.0054418,4,0
18/4/18,-25.4,BP MT WAVERLEY 5987 MOUNT WAVERLE VI AUS Card xx5369 Value Date: 14/04/2018,8739.76,0,-0.0114659,4,0
17/4/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 12/04/2018,8765.16,0,-0.0056854,4,0
17/4/18,-58,DE BARGE HAIR MOUNT WAVERLE  AUS Card xx5369 Value Date: 14/04/2018,8780.16,0,-0.0034786,4,0
17/4/18,-4,SOUL PRESS BRIGHTON PT BRIGHTON  AUS Card xx5369 Value Date: 15/04/2018,8838.16,0,-0.0029943,4,0
17/4/18,-14,SOUL PRESS BRIGHTON PT BRIGHTON  AUS Card xx5369 Value Date: 15/04/2018,8842.16,0,-0.0029943,4,0
15/4/18,-300,Wdl ATM CBA ATM  CHADSTONE 5    VIC 346491   AUS,8856.16,0,-0.0057629,4,0
14/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 12/04/2018,9156.16,0,-0.0086194,4,0
13/4/18,-111.04,"Direct Debit 119218 VODAFONE T1,2A1825,2F",9165.16,0,-0.0062692,4,0
13/4/18,-20,Wdl ATM CAS 7-ELEVEN RICHMOND  RICHM    VI    AU,9276.2,0,-0.0051215,4,0
13/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 11/04/2018,9296.2,0,-0.0086194,4,0
12/4/18,-28.25,Direct Debit 010758 AHM 33695678,9305.2,0,-0.0029653,4,0
12/4/18,3768,Salary realestate.com.a 00REA Salary,9333.45,1,-0.0045201,6,1
12/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 10/04/2018,5565.45,0,-0.0086194,4,0
12/4/18,-0.2,International Transaction Fee Value Date: 09/04/2018,5574.45,0,0.00674311,4,0
12/4/18,-6.53,GOOGLE *Chrome Web Str g.co/helppay# CA USA Card xx5369 USD 5.00 Value Date: 09/04/2018,5574.65,0,-0.0061117,4,0
12/4/18,-20,RAILWAY HOTEL WINDSO WINDSOR  AUS Card xx5369 Value Date: 10/04/2018,5581.18,0,-0.0052513,4,0
11/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 09/04/2018,5601.18,0,-0.0086194,4,0
10/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 06/04/2018,5610.18,0,-0.0086194,4,0
10/4/18,-3,CHURCH AND KINGSTON RICHMOND VI AUS Card xx5369 Value Date: 05/04/2018,5619.18,0,-0.0044834,4,0
10/4/18,-28.19,BP E/PRAHRAN 0082 PRAHRAN VI AUS Card xx5369 Value Date: 06/04/2018,5622.18,0,-0.004308,4,0
10/4/18,-15,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 05/04/2018,5650.37,0,-0.0056854,4,0
10/4/18,-3,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 07/04/2018,5665.37,0,-0.0022036,4,0
10/4/18,-4,BAKERS DELIGHTS VERM VERMONT SOUTH  AUS Card xx5369 Value Date: 07/04/2018,5668.37,0,-0.0059413,4,0
10/4/18,-14,SOUL PRESS BRIGHTON PT BRIGHTON  AUS Card xx5369 Value Date: 08/04/2018,5672.37,0,-0.0029943,4,0
10/4/18,-170,THE MEAT & WINE CO HAW HAWTHORN EAST  AUS Card xx5369 Value Date: 07/04/2018,5686.37,0,-0.0074032,4,0
10/4/18,-8.4,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 08/04/2018,5856.37,0,-0.0048737,4,0
10/4/18,-8,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 08/04/2018,5864.77,0,-0.0048737,4,0
8/4/18,-35,Transfer to other Bank CommBank app footy,5872.77,0,-0.0056733,4,0
7/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 05/04/2018,5907.77,0,-0.0086194,4,0
7/4/18,-30,HARDROCK CLIMBING PT MELBOURNE VI AUS Card xx5369 Value Date: 04/04/2018,5916.77,0,-0.0044533,4,0
7/4/18,-20,MYKI STH YARRA RS SYR SOUTH YARRA  AUS Card xx5369 Value Date: 03/04/2018,5946.77,0,-0.0073003,4,0
6/4/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 04/04/2018,5966.77,0,-0.0086194,4,0
6/4/18,-15.34,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 03/04/2018,5975.77,0,-0.0022036,4,0
5/4/18,-28.25,Direct Debit 010758 AHM 33695678,5991.11,0,-0.0029653,4,0
5/4/18,-52.2,Direct Debit 125206 FITNESS FIRST RI 015600018025010004,6019.36,0,-0.0060107,4,0
5/4/18,-396.83,MHSOBFC SOUTH YARRA VI AUS Card xx5369 Value Date: 03/04/2018,6071.56,0,-0.0056854,4,0
5/4/18,-34.99,REBEL KNOX WANTIRNA VI AUS Card xx5369 Value Date: 31/03/2018,6468.39,0,-0.0057065,4,0
5/4/18,-21,THE BEER & BURGER CA RICHMOND VI AUS Card xx5369 Value Date: 29/03/2018,6503.38,0,-0.007949,4,0
5/4/18,-51.5,Tommy Ruff Fishbar Windsor VI AUS Card xx5369 Value Date: 30/03/2018,6524.38,0,-0.008202,4,0
5/4/18,-9.5,COLES 0677 VERMONT SOUTH AU AUS Card xx5369 Value Date: 31/03/2018,6575.88,0,-0.0022036,4,0
5/4/18,-15.6,TARGET 5058 VERMONT SOUTH AU AUS Card xx5369 Value Date: 31/03/2018,6585.38,0,-0.0049884,4,0
5/4/18,-39.5,KMART 1164 WANTIRNA STH AU AUS Card xx5369 Value Date: 31/03/2018,6600.98,0,-0.0052934,4,0
5/4/18,-18.7,Belles Richmond Richmond VI AUS Card xx5369 Value Date: 02/04/2018,6640.48,0,-0.0046411,4,0
5/4/18,-30.24,AA PRAHRAN 3754 PRAHRAN VI AUS Card xx5369 Value Date: 31/03/2018,6659.18,0,-0.004671,4,0
5/4/18,-17.4,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 02/04/2018,6689.42,0,-0.0048737,4,0
5/4/18,-10.5,SPOTLESS FACILITY MQPS MELBOURNE  AUS Card xx5369 Value Date: 02/04/2018,6706.82,0,-0.0048737,4,0
30/3/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 28/03/2018,6717.32,0,-0.0086194,4,0
30/3/18,-3.7,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 28/03/2018,6726.32,0,-0.0086194,4,0
30/3/18,-4.65,MCDONALDS MT WAVERLEY MOUNT WAVERLE  AUS Card xx5369 Value Date: 26/03/2018,6730.02,0,-0.0153477,4,0
30/3/18,-9.1,MCDONALDS MT WAVERLEY MOUNT WAVERLE  AUS Card xx5369 Value Date: 26/03/2018,6734.67,0,-0.0153477,4,0
29/3/18,-27.15,Direct Debit 010758 AHM 33695678,6743.77,0,-0.0029653,4,0
29/3/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 27/03/2018,6770.92,0,-0.0086194,4,0
29/3/18,-16.4,GOLDEN SQUARE PARKIN MELBOURNE  AUS Card xx5369 Value Date: 24/03/2018,6779.92,0,-0.0065738,4,0
28/3/18,-14.29,ADOBE  PHOTOGPHY PLAN 044-207-3650 IR IRL Card xx5369 AUD 14.29 Value Date: 26/03/2018,6796.32,0,-0.003326,4,0
28/3/18,-5.2,VILLAGE CENTURY CITY GLEN WAVERLEY VI AUS Card xx5369 Value Date: 25/03/2018,6810.61,0,-0.0085399,4,0
28/3/18,-9,7 GRAMS RICHMOND VI AUS Card xx5369 Value Date: 26/03/2018,6815.81,0,-0.0086194,4,0
