date,amount,description,word embed,TYPE,MLPClassifier,SVG ,MLP2,SVG2,income,Synthesised
11/2/19,-5.99,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
8/2/19,-147,DEBIT CARD PURCHASE MOORILLA ESTATE PTY BERRIEDALE AUS,-0.001650495,4,0.00E+00,0.00E+00,0,0,,0
8/2/19,-99.95,DEBIT CARD PURCHASE UNIVERSAL STORE PTY L CHADSTONE AUS,-0.00499868,4,0.00E+00,0.00E+00,0,0,,0
8/2/19,-65,DEBIT CARD PURCHASE Lululemon Chadstone AUS,-0.004135431,4,0.00E+00,0.00E+00,0,0,,0
8/2/19,-24,DEBIT CARD PURCHASE THE CELLAR DOOR CROYDON AUS,-0.002982072,4,0.00E+00,0.00E+00,0,0,,0
8/2/19,-11.2,DEBIT CARD PURCHASE E & E PARTNERSHIP PL GLEN WAVERLE AUS,-0.007318242,4,0.00E+00,0.00E+00,0,0,,0
7/2/19,-129.27,DEBIT CARD PURCHASE MELBOURNE AIRPORT MELBOURNE AI AUS,-0.001991799,4,0.00E+00,0.00E+00,0,0,,0
7/2/19,5.6,DEPOSIT OSKO PAYMENT 2632389 SARAH TYRRELL,-0.006398294,5,1.00E+00,0.00E+00,0,0,,0
31/1/19,78,DEPOSIT 2433638 WALDRON T Cooking class Cooking class,-0.006398294,5,1.00E+00,0.00E+00,0,0,,0
30/1/19,1139.51,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
29/1/19,-56.9,DEBIT CARD PURCHASE WH SMITH AUST PL TULLAMARINE AUS,-0.006863431,4,0.00E+00,0.00E+00,0,0,,0
29/1/19,-45,DEBIT CARD PURCHASE PAYPAL DAYTOURSTAS 4029357733 AUS,-0.007184508,4,0.00E+00,0.00E+00,0,0,,0
25/1/19,-42.54,WITHDRAWAL BY EFTPOS 0010380 BP TALLY HO 0548 \ SYNDAL 24/01,0.003073836,4,0.00E+00,0.00E+00,0,0,,0
25/1/19,-25,WITHDRAWAL OSKO PAYMENT 1941593 Miss TM Waldron,-0.00610663,4,0.00E+00,0.00E+00,0,0,,0
25/1/19,-20,WITHDRAWAL OSKO PAYMENT 1190861 Miss TM Waldron,-0.00610663,4,0.00E+00,0.00E+00,0,0,,0
25/1/19,-12.85,DEBIT CARD PURCHASE BUNNINGS 433000 QPS VERMONT SOUT AUS,-0.003350471,4,0.00E+00,0.00E+00,0,0,,0
25/1/19,14.5,DEPOSIT 2120573 WALDRON T Blanket Blanket,-0.007507263,5,1.00E+00,0.00E+00,0,0,,0
24/1/19,-201.98,WITHDRAWAL OSKO PAYMENT 1698150 Miss TM Waldron,-0.00610663,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-40,DEBIT CARD PURCHASE GENERAL PANTS 46 WANTIRNA SOU AUS,-0.002413734,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-35,DEBIT CARD PURCHASE COTTON ON BODY WANTIRNA AUS,-0.003640341,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-29.44,DEBIT CARD PURCHASE Remy Bar De Tapas Malvern AUS,-0.001480322,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-19.95,DEBIT CARD PURCHASE MATCHBOX AUSTRALIA P WANTIRNA SOU AUS,-0.006207236,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-15,DEBIT CARD PURCHASE MONASH CONNECT WEB MULGRAVE AUS,-0.005334073,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-8,DEBIT CARD PURCHASE SUSHI SUSHI FRANCHISIN WANTIRNA SOU AUS,-0.005932507,4,0.00E+00,0.00E+00,0,0,,0
24/1/19,-5,DEBIT CARD PURCHASE MOJO PLUS PTY LTD GLEN WAVERLE AUS,-0.003199463,4,0.00E+00,0.00E+00,0,0,,0
23/1/19,-83.9,DEBIT CARD PURCHASE COLES 0650 WANTIRNA STH AUS,-0.003570549,4,0.00E+00,0.00E+00,0,0,,0
23/1/19,-35,DEBIT CARD PURCHASE TARGET 5058 VERMONT SOUT AUS,-0.005200106,4,0.00E+00,0.00E+00,0,0,,0
23/1/19,-14.37,DEBIT CARD PURCHASE kikki.K Knox Knox City Ce AUS,-0.006231673,4,0.00E+00,0.00E+00,0,0,,0
22/1/19,-24,DEBIT CARD PURCHASE LCA THE GLEN PTY LTD GLEN WAVERLE AUS,-0.005250665,4,0.00E+00,0.00E+00,0,0,,0
22/1/19,-11.99,DEBIT CARD PURCHASE Spotify P092D143BD Sydney AUS,-0.003020221,4,0.00E+00,0.00E+00,0,0,,0
22/1/19,146.73,DEPOSIT JETSTAR refund HGEKKJ,-0.008557943,5,1.00E+00,0.00E+00,1,0,,0
21/1/19,-26,WITHDRAWAL BY EFTPOS 0660571 T'Gallant Cellar Doo r Southbank 19/01,-0.002074462,4,0.00E+00,0.00E+00,0,0,,0
21/1/19,-16,WITHDRAWAL BY EFTPOS 0426066 T'Gallant Restaurant Main Ridge 19/01,-0.00351393,4,0.00E+00,0.00E+00,0,0,,0
21/1/19,-38.24,WITHDRAWAL BY EFTPOS 0086837 BP PENLNK OB 7655 \ BAXTER 19/01,-0.00010393,4,0.00E+00,0.00E+00,0,0,,0
21/1/19,-26.76,DEBIT CARD PURCHASE SHARK SHACK PTY LTD RYE AUS,-0.004101226,4,0.00E+00,0.00E+00,0,0,,0
18/1/19,-83.1,DEBIT CARD PURCHASE PAYPAL MAPIFUL AB 4029357733 AUS,-0.004083412,4,0.00E+00,0.00E+00,0,0,,0
18/1/19,-66,DEBIT CARD PURCHASE Rotary Club of Balwyn CAMBERWELL AUS,-0.005275188,4,0.00E+00,0.00E+00,0,0,,0
18/1/19,-26.59,DEBIT CARD PURCHASE PAYPAL WORLDBOOKSP 4029357733 AUS,-0.007184508,4,0.00E+00,0.00E+00,0,0,,0
18/1/19,-26.2,DEBIT CARD PURCHASE BOOKTOPIA PTY LTD LIDCOMBE AUS,-0.005224911,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-500,WITHDRAWAL MOBILE 1402477 PYMT Samantha T,-0.007063579,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-39.1,DEBIT CARD PURCHASE OFFICEWORKS 0358 VERMONT SOUT AUS,-0.003350471,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-14.99,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-11.99,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-5.7,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
17/1/19,-2.99,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
16/1/19,-321.2,DEBIT CARD PURCHASE MYER EASTLAND RINGWOOD AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
16/1/19,1000.7,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
15/1/19,-79.5,DEBIT CARD PURCHASE PORT ARTHUR HISTORIC S PORT ARTHUR AUS,-0.002784532,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,-106.58,DEBIT CARD PURCHASE DEFENCEHEALTH TRVL BRISBANE AUS,-0.003376967,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,-60,DEBIT CARD PURCHASE DEPT OF PRIMARY INDUS HOBART AUS,-0.008618045,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,-48.64,DEBIT CARD PURCHASE DEFENCEHEALTH TRVL BRISBANE AUS,-0.003376967,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,-41.64,DEBIT CARD PURCHASE PLUS 39 PIZZERIA E ANT TOORAK AUS,-0.010252115,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,-34.64,DEBIT CARD PURCHASE AA BOX HILL STH 3828 BOX HILL SOU AUS,-0.006672096,4,0.00E+00,0.00E+00,0,0,,0
14/1/19,167,DEPOSIT NAB Transfer Transfers Thai,-0.003371467,5,1.00E+00,0.00E+00,1,0,,0
14/1/19,1000,DEPOSIT DIGITAL EVERYDAY BANKING NSW,-0.004212736,5,1.00E+00,0.00E+00,1,0,,0
14/1/19,200,DEPOSIT ONLINE 2502228 TFR Westpac eSaver,-0.007507263,5,1.00E+00,0.00E+00,1,0,,0
14/1/19,300,DEPOSIT ONLINE 2180674 TFR Westpac eSaver,-0.003774147,5,1.00E+00,0.00E+00,1,0,,0
10/1/19,-100,WITHDRAWAL MOBILE 1111800 PYMT Samantha T,-0.007063579,4,0.00E+00,0.00E+00,0,0,,0
10/1/19,-35,DEBIT CARD PURCHASE EASTLINK RINGWOOD AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
10/1/19,49.5,DEPOSIT 2190619 WALDRON T Parking Airport Parking Airport,-0.007507263,5,1.00E+00,0.00E+00,0,0,,0
9/1/19,-15.76,DEBIT CARD PURCHASE SMP Tulum Store Balnar Balnarring B AUS,-0.004455327,4,0.00E+00,0.00E+00,0,0,,0
7/1/19,-300,DEBIT CARD PURCHASE TELSTRA BILL PAYMNT MELBOURNE AUS,-0.000797715,4,0.00E+00,0.00E+00,0,0,,0
7/1/19,-250,DEBIT CARD PURCHASE Booking.com Australia Sydney AUS,-0.003635945,4,0.00E+00,0.00E+00,0,0,,0
7/1/19,-49.13,DEBIT CARD PURCHASE Stanley Mount Waverle Mount Waverl AUS,-0.008120545,4,0.00E+00,0.00E+00,0,0,,0
7/1/19,-33.8,DEBIT CARD PURCHASE CALTEX GLEN WAVERLEY GLEN WAVERLE AUS,-0.004796809,4,0.00E+00,0.00E+00,0,0,,0
7/1/19,-30,DEBIT CARD PURCHASE LIQUORLAND 2980 BOX HILL STH AUS,-0.006932681,4,0.00E+00,0.00E+00,0,0,,0
4/1/19,-12.6,DEBIT CARD PURCHASE MCDONALDS LEONGATHA LEONGATHA AUS,-0.00572236,4,0.00E+00,0.00E+00,0,0,,0
2/1/19,-26.35,WITHDRAWAL BY EFTPOS 0031707 BP CALDERMEADE7305 \ CALDERMEADE 01/01,0.001996075,4,0.00E+00,0.00E+00,0,0,,0
2/1/19,-145.6,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
2/1/19,-16.45,DEBIT CARD PURCHASE BURLEIGH VILLAGE GREEN BURLEIGH HEA AUS,-0.007799127,4,0.00E+00,0.00E+00,0,0,,0
2/1/19,680.84,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
31/12/18,-29.9,WITHDRAWAL BY EFTPOS 0501977 PADDOCK BAKERY Burleigh Head 30/12,-0.001237785,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-109,DEBIT CARD PURCHASE EMTE PTY LTD BURLEIGH HEA AUS,-0.005719429,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-99.98,DEBIT CARD PURCHASE EMTE PTY LTD BURLEIGH HEA AUS,-0.005719429,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-95,DEBIT CARD PURCHASE TIGERLILY AUST PTY LTD BROADBEACH AUS,-0.005224911,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-54.92,DEBIT CARD PURCHASE SMITH & CO INVESTMENTS BURLEIGH HEA AUS,-0.005093905,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-44.99,DEBIT CARD PURCHASE GENERAL PANTS CO BROADBEACH AUS,-0.000395899,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-26.48,DEBIT CARD PURCHASE UBER TRIP HCCLL HELP.U 14518236738 AUS,-0.000974437,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-15,DEBIT CARD PURCHASE BURLEIGH VILLAGE GREEN BURLEIGH HEA AUS,-0.007799127,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-15,DEBIT CARD PURCHASE BURLEIGH VILLAGE GREEN BURLEIGH HEA AUS,-0.007799127,4,0.00E+00,0.00E+00,0,0,,0
31/12/18,-9.99,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
28/12/18,-65,DEBIT CARD PURCHASE Lululemon Broadbeach AUS,-0.004135431,4,0.00E+00,0.00E+00,0,0,,0
28/12/18,-11.8,DEBIT CARD PURCHASE Elk Espresso Broadbeach AUS,-0.002841931,4,0.00E+00,0.00E+00,0,0,,0
27/12/18,-49.67,DEBIT CARD PURCHASE COLES 4583 MIAMI AUS,-0.003043771,4,0.00E+00,0.00E+00,0,0,,0
27/12/18,-17.25,DEBIT CARD PURCHASE BURLEIGH VILLAGE GREEN BURLEIGH HEA AUS,-0.007799127,4,0.00E+00,0.00E+00,0,0,,0
27/12/18,-8,DEBIT CARD PURCHASE COLES 4520 BURLEIGH HDS AUS,-0.002796376,4,0.00E+00,0.00E+00,0,0,,0
27/12/18,-6.5,DEBIT CARD PURCHASE WET 'N' WILD OXENFORD AUS,-0.002092226,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-7.98,WITHDRAWAL BY EFTPOS 0178376 CW VARSITY LAKES \ VARSITY LAKES 24/12,-0.001125248,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-795,WITHDRAWAL MOBILE 1365321 PYMT Flight Cen Sam Tyrrell,-0.008701851,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-149.9,DEBIT CARD PURCHASE SEAFOLLY CHADSTONE CHADSTONE AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-77.99,DEBIT CARD PURCHASE ROBINSONS BOOKSHOP GLEN WAVERLE AUS,-0.004859015,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-28,DEBIT CARD PURCHASE DELAWARE NORTH RETAQPS MELBOURNE AI AUS,-0.00207487,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-23.99,DEBIT CARD PURCHASE DAN MURPHY'S 2427 BURLEIGHWTQL AUS,-0.004693103,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-14,DEBIT CARD PURCHASE SOUL PRESS BRIGHTON PT BRIGHTON AUS,-0.002133442,4,0.00E+00,0.00E+00,0,0,,0
24/12/18,-11.99,DEBIT CARD PURCHASE Spotify P08C2D78D4 Sydney AUS,-0.003020221,4,0.00E+00,0.00E+00,0,0,,0
21/12/18,-40.99,DEBIT CARD PURCHASE DYMOCKS KNOX CITY WANTIRNA AUS,-0.006694432,4,0.00E+00,0.00E+00,0,0,,0
20/12/18,-16.73,DEBIT CARD PURCHASE Snapfish AU SYDNEY AUS,-0.001528039,4,0.00E+00,0.00E+00,0,0,,0
19/12/18,-864.5,WITHDRAWAL ONLINE 1450469 PYMT Flight Cen Sam Tyrrell,-0.006686066,4,0.00E+00,0.00E+00,0,0,,0
19/12/18,1500,DEPOSIT ONLINE 2490907 TFR Westpac eSaver,-0.008931275,5,1.00E+00,0.00E+00,1,0,,0
19/12/18,1448.98,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
17/12/18,-53,DEBIT CARD PURCHASE HALABI PTY LTD BLACKBURN AUS,-0.005620128,4,0.00E+00,0.00E+00,0,0,,0
13/12/18,-36,WITHDRAWAL OSKO PAYMENT 1985362 Allison Wallace,-0.00165931,4,0.00E+00,0.00E+00,0,0,,0
12/12/18,-28.5,DEBIT CARD PURCHASE DOC MORNINGTON AUS,-0.004214163,4,0.00E+00,0.00E+00,0,0,,0
12/12/18,-26,DEBIT CARD PURCHASE DTAE COLES BAY AUS,-0.004711998,4,0.00E+00,0.00E+00,0,0,,0
12/12/18,-24.17,DEBIT CARD PURCHASE ANGUS & ROBERTSON BOOK LIDCOMBE AUS,-0.003264221,4,0.00E+00,0.00E+00,0,0,,0
11/12/18,-269,DEBIT CARD PURCHASE BAYOFFIRESBUSHRETREAT BINALONG BAY AUS,-0.006293547,4,0.00E+00,0.00E+00,0,0,,0
11/12/18,-58.4,DEBIT CARD PURCHASE S E K T HOLDINGS PL MCCRAE AUS,-0.004391368,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-358.2,DEBIT CARD PURCHASE GORMAN RINGWOOD AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-339.85,DEBIT CARD PURCHASE SEED 154 RINGWOOD AUS,-0.01099888,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-139,DEBIT CARD PURCHASE GORMAN RINGWOOD AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-129.97,DEBIT CARD PURCHASE GLASSONS EASTLANDS RINGWOOD AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-99.98,DEBIT CARD PURCHASE H AND M MELBOURNE 00 RINGWOOD AUS,-0.002640983,4,0.00E+00,0.00E+00,0,0,,0
10/12/18,-5,DEBIT CARD PURCHASE PENINSULA HOT SPRG FINGAL AUS,-0.00288636,4,0.00E+00,0.00E+00,0,0,,0
5/12/18,-1386,DEBIT CARD PURCHASE DPIPWE HOBART AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
5/12/18,1489.56,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
4/12/18,495,DEPOSIT OSKO PAYMENT 2156245 DAVID TYRRELL DCT re Tassie,-0.00367805,5,1.00E+00,0.00E+00,1,0,,0
3/12/18,-241.95,DEBIT CARD PURCHASE TICKETMASTER COM MELBOURNE AUS,-0.000848651,4,0.00E+00,0.00E+00,0,0,,0
3/12/18,-63.96,DEBIT CARD PURCHASE JB HI FI CHADSTONE CHADSTONE AUS,-0.003354386,4,0.00E+00,0.00E+00,0,0,,0
3/12/18,-16.9,DEBIT CARD PURCHASE KOKO BLACK AUSTRALIQPS CHADSTONE AUS,-0.004133566,4,0.00E+00,0.00E+00,0,0,,0
3/12/18,-14.1,DEBIT CARD PURCHASE MCDONALDS PAKENHAM PAKENHAM AUS,-0.00572236,4,0.00E+00,0.00E+00,0,0,,0
3/12/18,-12.6,DEBIT CARD PURCHASE MCDONALDS LEONGATHA LEONGATHA AUS,-0.00572236,4,0.00E+00,0.00E+00,0,0,,0
30/11/18,-59.94,DEBIT CARD PURCHASE COTTON ON BODY 3450 CHADSTONE AUS,-0.003640341,4,0.00E+00,0.00E+00,0,0,,0
30/11/18,-39.9,DEBIT CARD PURCHASE COTTON ON CHADSTONE CHADSTONE AUS,-0.00459085,4,0.00E+00,0.00E+00,0,0,,0
30/11/18,-5.75,DEBIT CARD PURCHASE MCDONALDS GLEN WAVERL GLEN WAVERLE AUS,-0.005745004,4,0.00E+00,0.00E+00,0,0,,0
29/11/18,-40,WITHDRAWAL BY EFTPOS 0166771 Mecca Chadstone Chadstone 29/11,-0.000581692,4,0.00E+00,0.00E+00,0,0,,0
29/11/18,-5.95,DEBIT CARD PURCHASE kikki.K Chadstone Chadstone AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
29/11/18,-2.5,DEBIT CARD PURCHASE COLES 0508 GLEN WAVERLE AUS,-0.003297249,4,0.00E+00,0.00E+00,0,0,,0
27/11/18,-47.15,DEBIT CARD PURCHASE AMBULANCE VICTORIA MELBOURNE AUS,-0.003272173,4,0.00E+00,0.00E+00,0,0,,0
26/11/18,-59.9,DEBIT CARD PURCHASE MATCHBOX AUSTRALIA PTY GLEN WAVERLE AUS,-0.005690238,4,0.00E+00,0.00E+00,0,0,,0
26/11/18,-38.99,DEBIT CARD PURCHASE APPLE ITUNES STORE SYDNEY AUS,-0.008447668,4,0.00E+00,0.00E+00,0,0,,0
26/11/18,142.52,DEPOSIT CTRLINK YTH ALL 7E1J4313305764986L,-0.005652123,5,1.00E+00,0.00E+00,1,0,,0
23/11/18,-164,DEBIT CARD PURCHASE SGH CHADSTONE 2�3378 CHADSTONE AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
23/11/18,-139.99,DEBIT CARD PURCHASE FOREVER NEW CHADSTONE CHADSTONE AUS,-0.002697634,4,0.00E+00,0.00E+00,0,0,,0
22/11/18,-11.99,DEBIT CARD PURCHASE Spotify P085787631 Sydney AUS,-0.003020221,4,0.00E+00,0.00E+00,0,0,,0
21/11/18,-572.72,WITHDRAWAL OSKO PAYMENT 1127448 Miss TM Waldron THAILAND||||,-0.00610663,4,0.00E+00,0.00E+00,0,0,,0
21/11/18,-250,DEBIT CARD PURCHASE LUX BROWS AND LASHES KEILOR EAST AUS,-0.0003861,4,0.00E+00,0.00E+00,0,0,,0
21/11/18,-147.28,DEBIT CARD PURCHASE DEFENCEHEALTH TRVL BRISBANE AUS,-0.003376967,4,0.00E+00,0.00E+00,0,0,,0
21/11/18,691.88,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
21/11/18,73.64,DEPOSIT 2132310 WALDRON T Travel Insurance Travel Insurance,0.000296622,5,1.00E+00,0.00E+00,0,0,,0
12/11/18,298.2,DEPOSIT CTRLINK YTH ALL 7E1J3933305764986L,-0.005652123,5,1.00E+00,0.00E+00,1,0,,0
7/11/18,841.89,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
5/11/18,-76.5,DEBIT CARD PURCHASE The Kettle Black CREMORNE AUS,-0.004734944,4,0.00E+00,0.00E+00,0,0,,0
5/11/18,-5.18,DEBIT CARD PURCHASE Amazon Australia Servi MELBOURNE AUS,-0.00505913,4,0.00E+00,0.00E+00,0,0,,0
1/11/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002XCX0084R,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
1/11/18,-19.55,DEBIT CARD PURCHASE UBER EATS NQA7P SYDNEY AUS,-0.001104873,4,0.00E+00,0.00E+00,0,0,,0
29/10/18,53.08,DEPOSIT CTRLINK YTH ALL 7E1J3553305764986L,-0.003165941,5,1.00E+00,0.00E+00,0,0,,0
25/10/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002W47Z03EA,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
24/10/18,507.87,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
22/10/18,-11.99,DEBIT CARD PURCHASE Spotify P07EF0D2ED Sydney AUS,-0.003020221,4,0.00E+00,0.00E+00,0,0,,0
18/10/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002VDGE05L0,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
16/10/18,-30.19,DEBIT CARD PURCHASE QBD THE BOOKSHOP CHADSTONE AUS,-0.004609294,4,0.00E+00,0.00E+00,0,0,,0
16/10/18,24.38,DEPOSIT CTRLINK YTH ALL 7E1J3211305764986L,-0.007124621,5,1.00E+00,0.00E+00,0,0,,0
15/10/18,-24,WITHDRAWAL BY EFTPOS 0744568 Fonda Richmond 14/10,-0.001932062,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-450,WITHDRAWAL OSKO PAYMENT 1030230 Matthew Duran,-0.0009073,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-1000,WITHDRAWAL OSKO PAYMENT 1013594 Samantha Tyrrell,-0.001600409,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-39,DEBIT CARD PURCHASE SUSAN REP PTY LTD CAMBERWELL AUS,-0.004695029,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-20.93,DEBIT CARD PURCHASE UBER TRIP YVT4Q SYDNEY AUS,-0.000538586,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-12,DEBIT CARD PURCHASE SEPHORA AUSTRALIA CHADSTONE AUS,-0.005151078,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-9.9,DEBIT CARD PURCHASE THE COFFEE MOB WEST MELBOUR AUS,-0.005626876,4,0.00E+00,0.00E+00,0,0,,0
15/10/18,-2,DEBIT CARD PURCHASE THE REJECT SHOP CHADSTONE AUS,-0.002597043,4,0.00E+00,0.00E+00,0,0,,0
12/10/18,-28.5,DEBIT CARD PURCHASE TRUNK RESTAURANT MELBOURNE AUS,-0.003604218,4,0.00E+00,0.00E+00,0,0,,0
12/10/18,-4.2,DEBIT CARD PURCHASE COLES 0643 CHADSTONE AUS,-0.002796376,4,0.00E+00,0.00E+00,0,0,,0
11/10/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002UR5B02FS,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
11/10/18,-15.08,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
10/10/18,1067.35,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
9/10/18,-179.95,DEBIT CARD PURCHASE RODEO SHOW CLOTHING ALEXANDRIA AUS,-0.003491073,4,0.00E+00,0.00E+00,0,0,,0
8/10/18,-54.01,DEBIT CARD PURCHASE UBER TRIP QHBDN SYDNEY AUS,-0.000538586,4,0.00E+00,0.00E+00,0,0,,0
8/10/18,-105.02,DEBIT CARD PURCHASE HDS HEADSPACE 855 4323822 USA USD 71.88 incl. Westpac Foreign Transaction Fee AUD $3.05,-0.001760536,4,0.00E+00,0.00E+00,0,0,,0
5/10/18,-20,WITHDRAWAL AT HANDYBANK MONASH UNI 2 25469123 05/10/18,-0.005038606,4,0.00E+00,0.00E+00,0,0,,0
5/10/18,-338,DEBIT CARD PURCHASE LCA THE GLEN PTY LTD GLEN WAVERLE AUS,-0.005250665,4,0.00E+00,0.00E+00,0,0,,0
5/10/18,-6.75,DEBIT CARD PURCHASE HARDMAX MONASH PTY L CLAYTON AUS,-0.003311727,4,0.00E+00,0.00E+00,0,0,,0
4/10/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002TU4501VL,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
3/10/18,56.12,DEPOSIT CTRLINK YTH ALL 7E1J2869305764986L,-0.001184501,5,1.00E+00,0.00E+00,0,0,,0
1/10/18,-11.39,DEBIT CARD PURCHASE UBER TRIP I6W7F HELP.U 14518236738 AUS,-0.000974437,4,0.00E+00,0.00E+00,0,0,,0
28/9/18,98.18,DEPOSIT ONLINE 2789007 PYMT DAVID TYRRELL CBA Dividends,-0.007422186,5,1.00E+00,0.00E+00,0,0,,0
27/9/18,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A002SAT4042R,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
27/9/18,-126.9,DEBIT CARD PURCHASE QPAY PARAMMATTA AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
26/9/18,-160,WITHDRAWAL MOBILE 1196197 PYMT Matthew Du,-0.005187037,4,0.00E+00,0.00E+00,0,0,,0
26/9/18,-60,WITHDRAWAL MOBILE 1147883 PYMT Annabel He,-0.008905312,4,0.00E+00,0.00E+00,0,0,,0
26/9/18,515.24,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
24/9/18,-1000,WITHDRAWAL MOBILE 1951897 PYMT Samantha T,-0.007063579,4,0.00E+00,0.00E+00,0,0,,0
24/9/18,-11.99,DEBIT CARD PURCHASE Spotify P07882B487 Sydney AUS,-0.003020221,4,0.00E+00,0.00E+00,0,0,,0
